"id","sentence1","sentence2","similarity"
"3b3970ce111c79878e495e181","The woman droppped eggplant into the pan.","A woman puts chopped eggplant into a skillet.",4
"528c112065270cbe18341b3c3","A man is playing the guitar.","A man seated in a room is playing the guitar.",4
"b42edd0c9959bcb2c038ae2ea","Karzai to visit Pakistan for Taliban peace talks","Afghan president extends visit to Pakistan for Taliban talks",3.6
"c0b828ef53623e01926cb2ca3","I've had this same problem.","I had this same problem.",5
"e78dd803758173d56d9868d79","A woman is slicing an onion.","A woman is cutting an onion.",4.2
"6c9d41ffc922778f93a16408d","4 foreigners among 9 killed in Kabul hotel attack","Foreigners among dead in Kabul hotel attack",3.6
"8ffbd1fca91fe166a8fdf9df7","Wells’ other series include NBC’s ER and Third Watch.","Wells' other series include NBC's ""ER"" and ""Third Watch.""",5
"e36cfc385041db812a1e1d12b","People are near water","People are near water.",5
"af915a61a056d6c858ab5cdbd","Mr Alibek said: ""Our outcomes are very encouraging.","""Our outcomes are very encouraging,"" George Mason researcher Ken Alibek said.",3.8
"627f1bbca7d59306286f0fba0","A man is playing a keyboard.","A man plays a keyboard.",5
"16e2b6dc280f6af2b06819085","Gu Kailai murder trial ends in China","Gu Kailai's Murder Trial Ends in China",5
"f5bdef93a0f78e3caabc74e93","The Senate agreed Tuesday to lift a 10-year-old ban on the research and development of low-yield nuclear weapons.","Both the House and Senate bills would end the ban on research and development of low-yield nuclear weapons.",3.6
"c5daccd10796849f10581e11c","I have the same thing.","I have the same problem.",4
"f10e95ad4302431acca2db800","A yellow school bus is parked in a rural area.","A yellow school bus parked in a field.",4
"f773c8875f2309523f27f70b8","french energy and transport company alstom may sign a contract to build a high-speed rail link between beijing and shanghai. ","alstom may sign a contract to build a high-speed rail link between beijing and shanghai.",4
"36afe3b697764bde962ac19f0","From the start, however, the United States' declared goal was not just to topple Saddam but to stabilize Iraq and install a friendly government.","But the United States' ultimate goal was not just to topple Mr. Hussein but to stabilize the country and install a friendly government.",4.8
"688905880a4a85f76e1c8991a","EU ministers were invited to the conference but canceled because the union is closing talks on agricultural reform, said Gerry Kiely, a EU agriculture representative in Washington.","Gerry Kiely, a EU agriculture representative in Washington, said EU ministers were invited but canceled because the union is closing talks on agricultural reform.",5
"78c355bc96e59e9ae406161cd","US Attorney General Holder resigns","Attorney General Eric Holder to Resign",5
"1f142cb05962ef339ccb7635a","Israel advances plan to build 900 settlement homes","Israel unveils plans for new settler homes",3.8
"43461c16ea6900579dbd2fcad","The computers were reportedly located in the U.S., Canada and South Korea.","The PCs are scattered across the United States, Canada and South Korea.",4.75
"afcfd95843cc67c938350fd2c","UN Chief Finds His Voice, Remains Cautious on China","Insight: U.N. chief finds his voice, but remains cautious on China",4.8
"33feeb5aa161280dbc1c39919","So, you actually believe every word of what Terral wrote?","GL, Terral Hi Corn: So, you actually believe every word of what Terral wrote?",4.2
"76fbff944bca5c0a0b453e976","Russia finds dead lawyer Magnitsky guilty in posthumous trial","Russia convicts dead lawyer Magnitsky in posthumous trial",5
"cfd14eb9b5a657e15d9c59d5b","David Beckham to retire at end of season","David Beckham Retires From Football",4.4
"d55c141b92d1e3c96eff89ee5","Macau Gambling Revenue Hits Record $38 bn in 2012","Macau gambling revenue hits record US$38b in 2012",5
"559cbb407f396af41c01e4c50","Sovereign's shares lost 74 cents, or 4.5%, to $15.68.","Sovereign shares closed on the New York Stock Exchange at $15.68, down 74 cents, or 4.5 percent.",4
"ef392b73b1d69e31b23cb0315","Three people sit at a picnic table outside of a building painted like a union jack.","Three people sit at an outdoor table in front of a building painted like the Union Jack.",4.8
"41dffa2ee84aa7a32d57f8710","A baby holds a ketchup packet.","A baby in a highchair holds a ketchup packet.",4
"7b051b7866a3fce8dca631372","This is not a good idea.","Not a good idea.",5
"d89c19d2bf1dc50bb7b683ee8","North Korea blocks access to joint industrial zone","North Korea Blocks Access to Key Industrial Zone",4.2
"522d8154561241695cd407a5a","""This decision is clearly incorrect,"" FTC Chairman Timothy Muris said in a written statement.","The decision is ""clearly incorrect,"" FTC Chairman Tim Muris said.",4
"1cf2691c8951d1944db31bfcc","Two children in a field of red flowers.","Two kids are playing in a field of red flowers.",4.8
"6c582a61a1c4ccc151aa54ad6","World's oldest man dies at 116","Japan: World's Oldest Man Ever Dies Aged 116",4.6
"b2a7cd593ef02d03b18e52e57","We in Britain think differently to Americans.","Originally Posted by zaf We in Britain think differently to Americans.",4
"65c77f33411ae55d768f220d8","Belgian King Albert II to step down in favor of son","Belgium King Albert II 'to abdicate'",4.2
"359884f207b7bea990858b3b9","Gen. Sattler heads a Combined Joint Task Force based on ship in the Gulf of Aden and the Indian Ocean.","General Sattler heads a Combined Joint Task Force aboard the command ship Mount Whitney.",3.6
"1098e0ed4e9037140e0e6caf9","Japan closes last nuclear reactor","Japan switches off last nuclear power plant this weekend",4.2
"3bb7a09b7e32db3109c462aa8","One football player tries to tackle a player on the opposing team.","A football player attempts a tackle.",4.6
"57df3be140995c9a70e7c1d35","What are your goals?","What are you goals?",5
"9c979b7514cd80ba51e09acd8","Several people are sitting around a fire at night.","A group of people sit around a blazing fire at night.",4.2
"dcf1b0c7cbce1825e87b069ac","Russia releases Greenpeace doctor","Russian court releases Greenpeace ship doctor on bail",4.2
"9e8e5bb494815e6438b187142","the back of a stop sign with many stickers on it.","The back of the stop sign is adorned with stickers.",5
"5cbe74a3730dee680fef2227b","GALLOWAY TOWNSHIP, N.J. Annika Sorenstam drew the crowds, Michelle Wie got the publicity but Angela Stanford took her first LPGA victory.","GALLOWAY TOWNSHIP, N.J. >> Annika Sorenstam and Michelle Wie drew the crowds, but Angela Stanford took her first LPGA victory.",4
"366c3942defc2289f4fa1e9a6","Last year, Cuban officials said none of nearly two dozen nominated Cuban musicians received U.S. visas on time to attend the Grammys in Los Angeles.","Cuban officials said that last year none of about two dozen nominated Cuban musicians received U.S. visas in time to attend the Latin Grammys.",3.8
"f40a983ef9803264ad62dd456","But in the end, all the worm did was visit a pornography site, said Vincent Weafer, a security director with Symantec Security Response in California.","But Vincent Weafer, security director with Symantec Security Response, said all the virus did was visit a pornography site.",4.8
"0cf5ba7a4da03faa092cad91e","The officials did not say whether U.S. forces crossed into Syrian territory and were vague about how the Syrian border guards became involved.","U.S. officials did not say whether American forces, who were acting on intelligence, crossed into Syrian territory and were vague about how the Syrian guards were involved.",4
"91dfcf62d13ced95568695668","Like this  year old who was shot dead in a marijuana-related crime.","Or the  year old boy shot dead with automatic weapons by marijuana dealers.",4.2
"2269ab400a5527b075b795822","This looks a lot like an invitation to a No True Scottsman argument.","I concur with @T.E.D; the question is a ""no True Scotsman"" bar bet.",3.8
"b999e319e293307f09b67575e","A person is folding a piece of paper.","Someone is folding a piece of paper.",4.667
"78ebfc6464f4dabbe0d2abbf4","A man is slicing a potato into pieces.","A man is cutting a potato.",4.2
"4497873fa4370d1c91339688f","A man is cutting up a cucumber.","A man is slicing a cucumber.",4.2
"b88891c64213e58034333e9ce","Gartner's report said global WLAN equipment shipments reached 19.5 million last year, a 120 percent increase over 2001's 8.9 million units.","Total shipments reached 19.5 million units last year, compared with 8.9 million units in 2001.",3.6
"1adfc3a79f0b7db0e81848988","The man in the red shirt is climbing the side of a mountain.","A man is climbing the side of a mountain.",4.2
"aba0b1fc595751be3922e735d","The operating revenues were $1.45 billion, an increase over last year's result of $1.38 billion.","Operating revenues rose to $1.45 billion from $1.38 billion last year.",5
"8cb889176da6c1b4f61fd4303","A cook seasons some dough.","A man is seasoning some dough in a pan.",3.75
"3443aaf7660c998bae79a7f0b","Lance Armstrong confesses all to Oprah","Lance Armstrong confesses to doping in Oprah interview",4.2
"e29d3409836bb62c1809536c5","The network is also dropping its Friday night ""Dateline"" edition.","The network will drop one edition of ""Dateline,"" its newsmagazine franchise.",3.857
"79194b9ed8cb02ac9b544a3c0","Van der Sloot to Marry in Prison","Joran Van Der Sloots Plans To Get Married In Peru Prison",4
"f7d427d285f2b3eaab07bea5f","Work into it slowly.","You work on it slowly.",4
"a2c06396343cd944b74a3a7c2","A man spreads butter on a big piece of bread.","A man is smearing butter on a slice of garlic bread.",3.5
"de9d19a198c0cdd583777fcf2","German ambassador's Athens residence shot at","Shots fired at German ambassador's residence in Athens",5
"3521b8c75c9be2090a3023e93","Among the workers, the researchers found short workers had worse hearing than expected for their age.","""Short workers had worse hearing than expected by age -- three times more often than taller workers,"" writes Barrenas.",3.8
"462ebe280d95af148e37aefb4","Someone standing on a snowy mountain, watching a plane.","A man stands on a mountain, watching a plane.",4.4
"f6dd98c091a738301541b10d0","Pussy Riot member Alyokhina released from jail in Russia","Pussy Riot member Maria Alyokhina freed from jail",4.4
"b8ae7a4555a2e6a0dcbc924a2","The puppy tried to get out of the tub.","A puppy is trying to get out of a bathtub.",4.4
"df88b916943520d6387c8f2c5","A person is cutting some burrata cheese.","The person is slicing cheese.",3.8
"df18f41075aec172071df52ac","A passenger train waiting in a station.","A passenger train sits in the station.",4.8
"26867af113e52ee088dbf2ed7","The New York Mets then selected outfielder Lastings Milledge from Lakewood Ranch High School in Florida.","The Mets took Lastings Milledge, an outfielder from Florida, with the 12th pick.",3.8
"e0042d00f5d7ffab42e1544f2","Bryant previously said that hike had a greater impact on demand than officials expected.","Chief financial officer Andy Bryant has said that hike had a greater affect volume than officials expected.",3.5
"4625834aaf3bac69cbf98a97d","British police arrested 21 people early Tuesday in connection with the suspected ritual murder of an African boy whose torso was found in the Thames River.","Police have arrested 21 people in connection with the murder of a young Nigerian child whose headless and limbless torso was found floating in the river Thames.",3.5
"e8dd23e2c1e3d99285863f28b","Man killed in French terror raid","Man dies in French 'anti-terror operation'",4.8
"8f63513fb4bdd28e8e6162be7","UN monitors yet to reach site of Syrian 'massacre' – video","UN monitors unable to reach site of Syria killings",4.4
"2af032d7f001accfbb44b27e6","A man and a woman on a bench.","A man and woman sit on a park bench.",3.6
"f0f88b530cf9d9488643595d8","Cash-rich Apple to pay dividend, buy back shares","Apple to pay $2.65/share dividend, buy back $10B stock",3.8
"4ce656109537b15c5ad86764b","Dogs, he said, are second only to humans in the thoroughness of medical understanding and research.","He said that dogs are second only to humans in terms of being the subject of medical research.",4.6
"e1258a293c908199c2dd85b1c","in  Foxe basin was frozen."," Foxe was mostly frozen.",4.2
"d23974b881cf1f5c6f9e78171","A woman is cutting an onion.","A woman is cutting through an onion.",5
"6e6a0373b6accf1164e9c5fff","Two dairy cows drinking from a pond.","Two cows are drinking from a pond.",4.6
"ce1ebf29eb0bfd5d30da0002f","Long lines formed outside gas stations and people rushed to get money from cash machines Sunday as Israelis prepared to weather a strike that threatened to paralyze the country.","Long lines formed Sunday outside gas stations and people rushed to get money from cash machines as Israelis braced for the strike's effects.",4.5
"1e5f530abc2b40cfe3069fb0d","What conviction where you talking about before?","What conviction would that be?",4.4
"a325a2ec189589cdf7e4cb2ac","People on motorcycles wearing racing gear ride around a racetrack","People on motorcycles ride around a racetrack",3.8
"6d8ed3b0ecb00efe36d300f41","Lawyers and others familiar with the federal investigation say it remains focused on Campbell, though prosecutors declined to discuss the probe.","While federal prosecutors refuse to discuss the investigation, lawyers and others familiar with it say it remains focused on Campbell.",4.8
"cfe9fd9275b8f7a88e198cb70","He was released on $3-million bail and immediately returned to Las Vegas, where he had been filming a video.","After posting $3 million bail, Jackson flew to Las Vegas, where he had been working on a video.",3.75
"b57c569476024b40dff5e49ee","Black train on train tracks.","A train on the train tracks.",4.1
"cf4e186a051f313b1c6967ce7","Lionel Richie is dancing on the ceiling.","Lionel Ritchie dances while standing on the ceiling.",4
"b7a3aae3de8b4f2ec4bfe2e5e","Mumbai photojournalist gangrape case cracked, five accused arrested","Mumbai journalist gang-rape case: All five accused arrested",4.8
"e56cd74c27018590f3f6c32e9","Home office space with bright green walls and artwork.","Small office space with bright green walls.",3.8
"9c589565bf9168a386566b316","Perry has since called two special legislative sessions to try force the redistricting plan through.","Since then, Texas Gov. Rick Perry has called two special sessions trying to push the measure through.",3.5
"face747715e5f4493a0c13f5e","""I came basically to Washington to establish relationships and to make sure that we are getting more federal money to California,"" Schwarzenegger said after meeting with congressional Republicans.","""I came to Washington basically to establish relationships and make sure we are getting more federal money,"" Schwarzenegger said after one meeting.",4.2
"cc76539882d6841fafb150dd2","if japan rises to the occasion japan will never be beaten even in terms of military power. ","ozawa said that if japan rises to the occasion then japan will never be beaten even in terms of military power.",3.6
"9d9dd840e7d5c8bb2261adc3f","He said the FDA was hoping Congress and the courts would bring clarity to the situation and some financial relief to consumers.","He said FDA hopes Congress and the courts will bring clarity to the situation and some financial relief to consumers — perhaps before the 2004 elections.",4
"113942b1e1e5e226aff4115d2","Those reports were denied by the interior minister, Prince Nayef.","However, the Saudi interior minister, Prince Nayef, denied the reports.",4.25
"5f341ab37b80c2c84335f9295","Slutstamp! A dear friend from Ohio sent me this.","A dear friend from Ohio sent me this.",3.6
"4f86535826ee875e0a50a60e0","Mahmud controlled access to Saddam for everyone but immediate family members, Pentagon officials said.","Mahmud controlled access to Saddam and was frequently at his side.",3.5
"9141c46e334db5a77f38b1f5b","EU declares Hezbollah's military wing terror group","EU puts Hezbollah military wing on terror list",4.8
"026ee723cbeeb594ea319cc9c","orphaned alps massacre girl returns to uk","Alps attack: Girl returns to UK",4
"0ad42553dd92bd636ed0bbc05","Agribusiness: Mad cow disease found in California","USDA Confirms Case of Mad Cow Disease in California",4.2
"51c69d2adcc922caf72fe02e3","So I actually read the OP and guess what I found out.","Furthermore I found this: So I actually read the OP and guess what I found out.",4.6
"c3ff8c4e4c9e5a78f97c48a59","A woman paints a picture of a large building which can be seen in the background.","A person paints a picture of a large building which can be seen in the background.",4.2
"96dd68ddfe6c27e44da8356d6","Israel planes strike inside Syria","Israel launches airstrike into Syria",4.6
"654435fc9e2efdb8f2b991519","So think it in this way.","Think of it this way.",5
"1b67bfbdd251c5f17e5ce3f3c","Three no votes would kill it for now.","It would take three votes to kill the ACC's expansion.",3.667
"0a97594ca0e2feef3e6ff278e","Ukraine leader pledges crisis talks","Ukraine Leader Pledges Crisis Talks",5
"b0cee5c9d76cece184d09dfbc","In 2001 and 2002, wire transfers from 4 of the company's 40 accounts totaled more than $3.2 billion, prosecutors said.","Wire transfers from four of the 40 accounts open at Beacon Hill totaled more than $3.2 billion from 2001 to 2002, Morgenthau said.",3.8
"c6e5ed6920d7164bc64bed26c","How should I proceed about this?","So how should I do this?",4
"6fa5a0b04c089699952ed7885","Man finds car on eBay 42 years after it was stolen","Texas man finds his car 42 years after it was stolen",3.6
"cf9a794ab5d2b16c8ed7e7167","The baby is laughing and crawling.","A baby is laughing and crawling on the floor.",4.2
"8ef28f5e92cc5623a48b49e53","Unfortunately, this question cannot be answered in its full generality.","This cannot be answered in general.",4
"6daf02274ccc0592714e7556a","""These despicable acts were committed by killers whose only faith is hate,"" Bush said, adding that the United States will find the killers.","These despicable acts were committed by killers whose only faith is hate and the United States will find the killers and they will learn the meaning of American justice.",3.5
"298524d00d0ba99d1826313ac","Sarkozy to File Complaint in Gadhafi Funding Claim","Sarkozy to sue after Gaddafi cash claim bursts into campaign",3.6
"531321c3f381c7c7788433e4d","There are a few things you can do: ","There are a couple things you can try.",5
"7a23d9e966c4a3928bf33cf2b","I don't understand how freedom of speech will be prohibited.","Your freedom of speech will be no more prohibited than it is today.",3.8
"17c4c00ff17f5a7a3996a8697","Iraq's economy was ravaged during years of U.N. sanctions over ex-president Saddam Hussein's 1990 occupation of Kuwait and by the U.S.-led war to oust him which ended in April.","Iraq's economy was shattered under former president Saddam Hussein and by the U.S.-led war to oust him which ended in April.",3.75
"ffe9b9261d47987925eea8505","Red double decker bus driving down a street.","A red two story bus driving along the street.",3.8
"2d65a9452bade5b94d6428d51","You answered your own question.","You have answered your own question.",5
"67e95419ef4bdaeefb9af88fa","A line of scooters are parking in the middle of a street.","A line of motor bikes are parked in the middle of a street.",4.4
"b02bffb3e7cc766afa6f75159","A longed-haired cat with it's eyes closed.","A close up of a cat with its eyes closed.",3.6
"dd15438d7531bc049ae94ee09","A red double decker bus on a crowded street.","A double decker bus on a city street.",4.2
"45e5db86e75a8da301bb6685c","Man sets himself on fire at Breivik trial","Man sets self afire outside Breivik trial",4.6
"8f3cb5e898308315632671c2c","Hi Pro and Corn: How many threads do you plan on making?","How many threads do you plan on making?",4
"0e22a18c1cbcf24d7f4c2b4e0","Ukrainian President Leonid Kuchma today cut short a visit to Latin America as a bitter border wrangle between Ukraine and Russia deteriorates further.","The dispute has led Ukrainian president Leonid Kuchma to cut short a state visit to Latin America.",3.5
"9ee9d171a0c0628075384e600","Two men are helping a boy.","Two men are with a young child.",3.6
"a9d09ed9075bd7c4fcc25b08e","A helicopter is landing on a helipad.","A helicopter lands.",3.923
"e07ec3a334ab713ae98c439a3","Close up of a white sheep with a black head.","A close-up of a sheep with a black head.",4
"3bd3bcf3d948080f5dfab5a0c","Part of the accord was the implementation of a special health council that would monitor health spending and progress in reforming the health system.","A key portion of the accord was the implementation of a special council to monitor health spending, set goals for the system and measure progress in reforming health care.",4.4
"a1d26610f8a0505c008333b27","Previously, it had reported a profit of $12 million, or 0 cents a share, for that period.","Previously, it had reported a small profit of $12 million, or break-even on a per-share basis, for the period.",4.4
"1ea294f1784dcfb7ae758b716","It is mostly just the Dutch.","In fact, it's just the Dutch.",3.6
"65bdd63b4a46c69c61d2c14b7","Defense lawyers had said a change of venue was needed because massive pretrial publicity had tainted the jury pool against their client.","Defense lawyers had requested a change of venue for two reasons: They argued that massive pretrial publicity had tainted the jury pool against their client.",4.75
"86bc1d6d9080dd0f6e5af6120","Renowned Spanish flamenco guitarist Paco De Lucia dies","Spanish flamenco guitarist Paco de Lucia dies at 66",4.6
"04200e0d314c193796f9d3e8c","He said at EVERY level.","But he said EVERY level.",4.6
"e7297992bae2da71743c864f6","A person is peeling a potato.","The man is peeling a potato.",3.75
"ac87613b3c036f725138ebcc0","A child in a blue and white team uniform chasing a soccer ball.","A young boy in a blue soccer uniform chasing a ball.",4
"d49afc67b4eff4d459590d981","Nobel author Doris Lessing dies at 94","Nobel Prize winning author Doris Lessing dies",4
"7da138cdec041da82ecc01a4a","A man is eating a pizza.","A man is eating a food.",3.6
"3cf2cf17091b6ad98bda7b07d","Malaysia's long-ruling coalition hangs on to power","Malaysia's ruling coalition wins majority",3.8
"0a0fd72bc09d943f9fa1496bf","Tampering with medicine has been so lucrative that many of those arrested lived in million-dollar homes.","Tampering with medicine apparently was so lucrative, investigators said, that many of the suspects lived in million-dollar homes.",4.75
"fe00f6d05ba22d8607263d57d","My gosh, I'm the one with the pregnancy ticker.","I have the pregnancy ticker.",4.2
"a9fbfac9f2a0d7c3f9eb3806a","A woman is chopping broccoli.","A woman is chopping broccoli with a knife.",4.25
"f472f91d672e5fe63083cba95","Allen responds to Farrow's abuse claims in letter","Allen defends self against Farrow's abuse claims",4.2
"df1814c4940a74f18bc99118a","First post office savings bank ATM opens in Chennai","India's first post office savings bank ATM inaugurated in Chennai",4
"7ab19eaaeaf8ab68320d71f9f","Eye Opener: Supreme Court rules on Arizona immigration law","U.S. Supreme Court issues split ruling on Arizona immigration law",3.8
"b8963cc3760b5724354cdcf30","Umm the California was a cargo ship I dont care what the article says.","The California was a cargo ship.",4
"4eba58db0264dc39a40995b85","On health care, the NDP says there will be no privatization and no health-care premiums.","The New Democrats also renewed their commitment to no health-care privatization and no premiums.",4.6
"d332fd00a8fd7e8a84b3c7d62","FRIENDS of Robert De Niro yesterday rallied around him after he was diagnosed with prostate cancer.","Hollywood actor Robert De Niro has been diagnosed with prostate cancer, his spokesman said today.",3.5
"1b7b8fc53bd190129091faca8","five people standing on a sidewalk","Five people on a sidewalk.",4.8
"8ac96c52ef63d4e5991a4c3ed","A woman is playing flute.","A woman plays on a flute.",4.6
"5fbbd4c4db33e9a093328b2e0","Jury nullification does not mean that a law is unconstuitutional.","Jury nullification means a law isn't Constitutional?",3.6
"04fd31e7c513e5b69e394c98e","Annan urges end to Syria violence, minister defects","Annan urges end to Syrian violence",3.8
"b47e50432173d044c255b93d2","Monty Python to reunite for new show","Monty Python to reunite on stage",4
"15d6daa493b4cd5295505c7d6","I agree completely I am hoping he is into a second term of office.","I am hoping he is into a second term of office.",4
"ac9131496493bced4d58c68fd","In that case, the court held that Cincinnati had violated the First Amendment in banning only the advertising pamphlets in the interest of aesthetics.","In that case, the court held that the city of Cincinnati had violated the First Amendment in banning, in the interest of aesthetics, only the advertising pamphlets.",5
"862fd03239fb73d5d21558e8c","executive director of the arms control association in washington daryl kimball stated that-- the iaea report is 1 in a series of bad signs. ","executive director of the arms control association in washington daryl kimball stated the israeli document could affect the debate over india.",3.6
"6915e162e527bca62a86b1fcb","The man and woman are resting on a couch.","A man and woman are asleep on the couch.",4
"a36bc0281e2bd44b0779f71bd","Women who eat potatoes and other tuberous vegetables during pregnancy may be at risk of triggering type 1 diabetes in their children, Melbourne researchers believe.","Australian researchers believe they have found a trigger of type 1 diabetes in children - their mothers eating potatoes and other tuberous vegetables during pregnancy.",4.25
"66bb8f9b1652dca262678bada","Syrian opposition offers Assad truce in Homs for duration of Ramadan","Syrian opposition offers Assad's forces truce for duration of Ramadan",4.6
"0366abbe859669e4cb983de6c","Ton up: Tendulkar reaches 100th international hundred","Sachin Tendulkar's reaches 100 centuries - in pictures",3.8
"874baedbb329cfd24130433cb","Malaysia Airlines loses contact with plane carrying 239 to Beijing","Malaysia Airlines plane vanishes on flight to Beijing",4
"644b1d9b6551d09f719e44a5c","A man is lifting weights in a garage.","A man is lifting weights.",4.25
"ca2457775f32eb777cbeab2e6","A man does floor exercises.","A man is exercising.",3.6
"7266bdf1ba0aee888b3ed004b","""The recent turnaround in the stock market and an easing in unemployment claims should keep consumer expectations at current levels and may signal more favorable economic times ahead.""","The recent turnaround in the stock market and an easing in unemployment claims ""may signal more favorable economic times ahead,"" she said.",3.933
"17f80251bcb8d64fb4baf52d6","US Flying Surveillance Missions to Help Find Kidnapped Nigerian Girls","US surveillance aircraft join hunt for kidnapped Nigerian girls",4.2
"12ad669ead9de44bf241844ff","nato regrets russia's decision to suspend participation in the cfe. ","russia's decision to suspend participation in the cfe is a step in the wrong direction.",3.8
"30730df2200c57587afcb819e","Matt Smith quits BBC‚Äôs Doctor Who","Matt Smith quits BBC's Doctor Who",5
"128982b8ef88d41bc919313c8","Ernst & Young admitted no wrongdoing with the settlement.","Ernst & Young spokesman Kenneth Kerrigan said the firm admits no wrongdoing.",4
"6788986f6787eca61bcf804f0","The Human Element You could sign Lance Berkman at the end of the year I guess?","You could sign Lance Berkman at the end of the year I guess?",4
"044ccf40bde302a0a15f66286","Romney announces Paul Ryan as running mate","Romney names Ryan as running mate",5
"4acfe2df604e8d5b6446977aa","The euro soared to US$1.1914 in Asian trading, before slipping back slightly to US$1.1895 as trading opened in Europe.","The euro soared to $1.1914 in Asian trading, before slipping back to $1.1884 in late European trading, up from $1.1857 late Monday.",3.6
"27d6648c7dba0c3775f957024","We are all vessels filled with many wonders.","Put a Little Love in your Heart We are all vessels filled with many wonders.",3.6
"45bfd1f2753d15ad322dbd049","The film is the second of a trilogy, which will wrap up in November with The Matrix Revolutions.","""Reloaded"" is the second installment of a trilogy; ""The Matrix Revolutions"" is slated for debut in November.",3.833
"b1bd895e2651561ce51f4755b","Russian opposition leader under house arrest","Russian Opposition Leader Placed Under House Arrest",5
"e701fdbcd842cf5c893b36ec9","Large white cruise ship floating on water.","Large cruise ship floating on the water.",4.6
"ec1a0c34537e1066c98efa96f","Five men in tuxedos are walking down steps.","Five men in tuxedos walk down a set of steps",5
"1a9018306b1e7c315ed6d5fb3","The world's largest software company said it recognized the difficulty the multiple patches posed for companies, and set out to make it easier for them to apply the updates.","The world's largest software company said it recognized the difficulty the multiple patches posed for companies trying to apply them.",3.5
"9bf6cd4db21d315f1d4b27bf5","the cfe treaty was signed in 1990. ","the cfe treaty was established in 1990.",4.8
"9b67cf27dfb18edfaeb081891","Rangers voted into Division Three","Rangers voted into third division",4.8
"b4eb5ee38abe87a16a0e703cf","A toddler walks down a hallway.","A little girl is walking down a hallway.",3.6
"a0960a298aaf9c86269202b59","Romney wins Maine Republican caucuses","Romney, in comeback, has narrow Maine caucus win",3.8
"7fe5976f09a0b097cf22c9040","U.S. fast-food workers plan nationwide strikes over minimum wage","Fast-food workers strike for higher pay",4
"a4ee902fb31246b41078a9ae6","While the day's trading was lackluster, the Standard & Poor's 500 index was preparing to close out its best three-month period since the fourth quarter of 1998.","The Standard & Poor's 500 stock index ended the quarter up 120 points, a gain of 14 percent, the best performance for that broad market benchmark since 1998.",3.75
"61b76bee145f2475485f60be0","A group of people sitting around a table on a porch.","A group of people sitting around a table with food on it.",3.6
"26c91ad9b94475136c43acf34","A man is pouring oil into a pan.","A man is pouring oil into a skillet.",4.2
"e03dbe7dde95ca8c3eacfa9e1","But the FBI never kept tabs on al-Bayoumi - even though it had received information that he was a Saudi agent, the document says.","But the bureau never kept tabs on al-Bayoumi—despite receiving prior information he was a secret Saudi agent, the report says.",4.75
"5a2c2692e9f1e20ed2261818a","US Hands Over Bagram Prison to Afghan Authorities","U.S. transfers Bagram prison to Afghan control",4.8
"f8a5aabb64624e6a7ff87d4fc","to repeat: They are NOT as sovereign as they were before.","They are NOT as sovereign as they were before.",4.5
"f17d2aabdcfe18c818559fbd6","You have to decide what you want to get out of this.","You have to find out what works for you.",4
"a57eb9fae2b225e368776b7f2","Det Chief Insp Norman McKinlay said there was ""evidence a body or bodies have been in this area"".","Detective Chief Inspector Norman McKinlay, leading the investigation, said: ""There is evidence a body or bodies have been in this area.",4.5
"5f4522a963bea85865d4f9b9d","DR Congo rebels kill park rangers","Rebels kill two park rangers in eastern Congo",4
"eee81ac4bdc094b62b5c54fc2","North American futures pointed to a sub-par start to trading on Tuesday, with investors ready to get their first taste of quarterly earnings.","North American stock markets got off to a slow start Tuesday, with investors ready to get their first taste of quarterly earnings.",4.6
"dfc4ff8c7a415ec7d4026990c","During 2001 and 2002, Morgenthau said, wire transfers from just four of Beacon Hill's 40 accounts totaled more than $3.2 billion.","Wire transfers from four of the 40 accounts open at Beacon Hill totaled more than $3.2 billion from 2001 to 2002, Morgenthau said.",4.75
"4398f9626cde24097b4a58b03","Suspected U.S. drone strike kills 5 in Pakistan","U.S. drone strike kills 5 in Pakistan",3.8
"4fa6f6987f1f71a0db1053135","UN Invites Iran to Syrian Peace Conference","UN: Iran Invited to Attend Syrian Peace Conference",5
"daa8e65ab0b13945040999f86","The company is highlighting the addition of .NET and J2EE support to its Enterprise Application Environment (EAE) with the new mainframe.","The company is also adding .Net and J2EE support to its Enterprise Application Environment development toolset, Sapp said.",4
"d028e979c91beea6453bfe47f","Denver shooting: Police to detonate devices in suspect's home","Police to detonate devices in Colorado shooting suspect's home",4.6
"5aa5665e54c9c13bfa90286de","A man in a black suit is surfing along a crashing wave.","A surfer wearing a black wet suit is riding a a white wave in the ocean.",4.6
"cff6209e396ec12d55710d459","Mr. Manuel and his group entered the United States by walking across the bridge linking Matamoros and Brownsville.","Manuel and his group entered the US the same way thousands of people do every day, by walking across the bridge between Matamoros and Brownsville.",4
"f134d599b58553df353f1c003","British-based GlaxoSmithKline Plc said earlier this year it would cut off supplies to Canadian drugstores that ship to the United States.","GlaxoSmithKline, the UK drugmaker, has said it would cut off supplies to Canadian stores shipping drugs to the US.",4.2
"f4f4a880774219b0adb588abb","china will resolutely oppose the proliferation of mass destructive weapons. ","china will resolutely oppose the means of the delivery of mass destructive weapons.",4.2
"b0f346d23678b684389d11735","A puppy plays with a plastic container.","The dog is playing with a plastic container.",3.8
