"id"	"sentence"	"sentiment"
"90d96c639f094ab2a7c43e3ea"	" -LRB- Caine -RRB- proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film ."	3
"a91c7100a6293f3c72ab3936a"	" Bogdanovich puts history in perspective and , via Kirsten Dunst 's remarkable performance , he showcases Davies as a young woman of great charm , generosity and diplomacy ."	3
"00ba360553b12b20ef1182c33"	" This breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are ."	3
"f9d0fcc0e1d77018e0ae9fa7e"	" A captivating new film ."	4
"b78a16c9f16b151f7009d0a75"	" Those who are n't put off by the film 's austerity will find it more than capable of rewarding them ."	4
"de0807cfd6fc6953601ba59cc"	" It 's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties ."	3
"54d505d32842d444295cdc877"	" Reveals how important our special talents can be when put in service of of others ."	3
"18f2d13a228ede5104fd04f51"	" It also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them ."	3
"68e8cabb9048606143b4c2aea"	" With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare ."	4
"2fb006e5393ec75366ccc97fb"	" A sharp , amusing study of the cult of celebrity ."	3
"c02a1dc95ea56dfb0760375b7"	" The sentimental cliches mar an otherwise excellent film ."	3
"430305fbb6fe0a43547e0484e"	" A powerful performance from Mel Gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an M-16 ."	4
"cf7cdaaa7746992e2be83300a"	" A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice ."	4
"d49a6eb688d84360c9fd30f12"	" A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board ."	3
"b003c9b9754f5dad384023bee"	" Made to be Jaglomized is the Cannes Film Festival , the annual Riviera spree of flesh , buzz , blab and money ."	1
"4a6922fe1c7415fd029fe261e"	" The charming result is Festival in Cannes ."	3
"077ce7b9a324e8694837fe837"	" If you 're looking for something new and hoping for something entertaining , you 're in luck ."	4
"925421e3fbb9a24fd8aca9196"	" A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films -- Four Weddings and a Funeral and Bridget Jones 's Diary ."	4
"9e2157cb4998ddc28cafa5c7a"	" A rip-roaring comedy action fest that 'll put hairs on your chest ."	3
"6be1059a16c7001af509684a5"	" If there 's no art here , it 's still a good yarn -- which is nothing to sneeze at these days ."	3
"9ba3430e899d6271a974d6771"	" Simultaneously heart-breaking and very funny , The Last Kiss is really all about performances ."	3
"40c4f7bdc83e250a782bc8660"	" There is a subversive element to this Disney cartoon , providing unexpected fizzability ."	3
"097bfd694dc21315a56661bfc"	" An unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage ."	3
"0a13f5c5bbc51a67a6751802b"	" An enjoyable , if occasionally flawed , experiment ."	3
"fed1e0e183825604ef83b6bb6"	" Miyazaki is one of world cinema 's most wondrously gifted artists and storytellers ."	4
"993ca07adcaa4b65762bcf7a5"	" If Ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing ."	3
"dff51cdce1bb3477347cdffae"	" Meeting , even exceeding expectations , it 's the best sequel since The Empire Strikes Back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth ."	4
"56d9f197e47079f209a06f875"	" Leigh is one of the rare directors who feels acting is the heart and soul of cinema ."	4
"33cc4ba16c7db00cb6c9a673b"	" He allows his cast members to make creative contributions to the story and dialogue ."	3
"f08290718e02276e8266da4ab"	" This method almost never fails him , and it works superbly here ."	4
"b2a062ced6aa1af97dda58e50"	" Poetry in motion captured on film ."	4
"49798c76cb23596c689cb77a9"	" While it can be a bit repetitive , overall it 's an entertaining and informative documentary ."	3
"4df5cefe8d07a3b0f940c3c2c"	" Directing with a sure and measured hand , -LRB- Haneke -RRB- steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology ."	3
"66134cd414f3ccab17232bfeb"	" The entire movie establishes a wonderfully creepy mood ."	4
"2585a64d5005525e48d062370"	" I found The Ring moderately absorbing , largely for its elegantly colorful look and sound ."	3
"489238bf2b5f4585b36564647"	" The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed ."	3
"1aa71873e6578f58c68445729"	" Amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances ."	4
"d096a0beb2fe426018eea6a1c"	" Rabbit-Proof Fence will probably make you angry ."	2
"8ca4c3d6f0bb6049b019515a8"	" But it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker ."	3
"c9884edb11d490d0ac69a1fb5"	" Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving ."	4
"c093d15d57695abd166156e5b"	" This masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short ."	3
"d5f5db670694d15e6802a0546"	" The film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting ."	3
"54b664f73261fc2132942545b"	" The Pianist -LRB- is -RRB- a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life ."	4
"b2b15a3da9097b7d1daebae7f"	" Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music ."	4
"05f5357890575274b5b7edb28"	" Strange it is , but delightfully so ."	3
"124b81259c64389c84b9da76b"	" Elegant , mannered and teasing ."	3
"83e5a3065cc7b9c330f6cc675"	" An average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son 's discovery of his homosexuality ."	2
"cc9e30b692813345c2fe367fb"	" The ingenuity that Parker displays in freshening the play is almost in a class with that of Wilde himself ."	4
"b6baf3645f7834a3f8cae0b8d"	" Decasia is what has happened already to so many silent movies , newsreels and the like ."	2
"8e206a6798959e72e2f48b551"	" The unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful ."	3
"0f6c22da66760f3b1f010e2a3"	" A droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the Lone Star State ."	1
"62076451cdc2d4b6e6a79b018"	" With each of her three protagonists , Miller eloquently captures the moment when a woman 's life , out of a deep-seated , emotional need , is about to turn onto a different path ."	4
"9d33dee570db5ab92b1008cf1"	" Ryan Gosling ... is at 22 a powerful young actor ."	4
"a34b5528ee2944f02b1751300"	" A minor work yet there 's no denying the potency of Miller 's strange , fleeting brew of hopeful perseverance and hopeless closure ."	2
"0efc2e51c2fa62941ee51c4b2"	" As an introduction to the man 's theories and influence , Derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable ."	3
"029057c9257de72f7bcb27fd5"	" The film is a verbal duel between two gifted performers ."	4
"05af1f7f3c68e3011a73381ac"	" Imperfect ?"	1
"eabd0112afad3c80cba256566"	" Yes , but also intriguing and honorable , a worthwhile addition to a distinguished film legacy ."	3
"1f30b4ea0dc0680f9f39297c1"	" You 'll get the enjoyable basic minimum ."	2
"76605edc4611b5f52a151d170"	" But not a whit more ."	2
"0c40eaba66a3f15d17956b6f9"	" What a great way to spend 4 units of your day ."	3
"1208484d820b70af02315c02d"	" The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time ."	3
"35097771cdc1240154b4ff65e"	" As simple and innocent a movie as you can imagine ."	3
"c925bcda359265429af457c53"	" This is a movie you can trust ."	4
"66b9a7fe577dca1aff700bcdb"	" Passionate , irrational , long-suffering but cruel as a tarantula , Helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats ."	3
"79c89d9014426ed926ff61e47"	" `` It 's all about the image . ''"	2
"899189cc01f802562d4661565"	" Vividly conveys the passion , creativity , and fearlessness of one of Mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all ."	4
"e5124149e408740436bd399e3"	" Hollywood Ending is not show-stoppingly hilarious , but scathingly witty nonetheless ."	3
"70a09c150140d3cbbd6a14925"	" Maybe Thomas Wolfe was right : You ca n't go home again ."	2
"c9f883b72a3a479f03b87e350"	" A compelling yarn , but not quite a ripping one ."	3
"afebd8c8c43616cb84bcf554f"	" On the Granger Movie Gauge of 1 to 10 , The Powerpuff Girls is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience ."	3
"527bbe34637402b91a1da2fdd"	" The film has several strong performances ."	3
"8f4b578e53f6bbf859d5152a6"	" I 've never bought from telemarketers , but I bought this movie ."	3
"33fe3957f371b57af8f35b0ad"	" Perfectly pitched between comedy and tragedy , hope and despair , About Schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness ."	4
"c5f8ed15f16baf2d6862bc514"	" The funny thing is , I did n't mind all this contrived nonsense a bit ."	2
"a2e806de7dcfa60da646ac294"	" -LRB- Shyamalan -RRB- turns the goose-pimple genre on its empty head and fills it with spirit , purpose and emotionally bruised characters who add up to more than body count ."	3
"82b9ffc14a0c65d0a954dab73"	" A sexy , peculiar and always entertaining costume drama set in Renaissance Spain , and the fact that it 's based on true events somehow makes it all the more compelling ."	4
"fbdec9c495d58683af815966f"	" An entertaining documentary that freshly considers arguments the Bard 's immortal plays were written by somebody else ."	3
"21651f7264b85d4d651271e4b"	" A highly spirited , imaginative kid 's movie that broaches neo-Augustinian theology : Is God stuck in Heaven because He 's afraid of His best-known creation ?"	4
"9a1c34b1995c887d72c2a953e"	" Call it magic realism or surrealism , but Miss Wonton floats beyond reality with a certain degree of wit and dignity ."	4
"35cf0235b3710effff9eaca33"	" Raimi and his team could n't have done any better in bringing the story of Spider-Man to the big screen ."	4
"ab60b50e78a2d48f89bf14cdc"	" The director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of Truffaut ."	3
"426a6445d40225a062f7bf382"	" Well-acted , well-directed and , for all its moodiness , not too pretentious ."	4
"c2492086fdc65468bd8fed5c5"	" It 's a satisfying summer blockbuster and worth a look ."	3
"bca56208f2979a5fe0cd2887f"	" Boomers and their kids will have a Barrie good time ."	3
"c66395d36c3722431c8ba7b9a"	" Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros ."	3
"65e26174344887b4bcffd71aa"	" Ultimately , `` MIB II '' succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless ."	3
"38fd2772fb6ea1f629641624d"	" Stage director Sam Mendes showcases Tom Hanks as a depression era hit-man in this dark tale of revenge ."	3
"2448a40a9a3fd977f376260b6"	" Sitting in the third row of the IMAX cinema at Sydney 's Darling Harbour , but I sometimes felt as though I was in the tiny two seater plane that carried the giant camera around Australia , sweeping and gliding , banking and hovering over some of the most not"	3
"63e1bef3f491338481c291b01"	" The real charm of this trifle is the deadpan comic face of its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep ."	2
"9fc363831632cded7d4ec5f24"	" What 's so fun about this silly , outrageous , ingenious thriller is the director 's talent ."	4
"71219827d28193adb9715654f"	" Watching a Brian DePalma movie is like watching an Alfred Hitchcock movie after drinking twelve beers ."	1
"593adddc95084f503951e51c4"	" Strip it of all its excess debris , and you 'd have a 90-minute , four-star movie ."	3
"0dc557112f6796ef80d43ea54"	" As it is , it 's too long and unfocused ."	0
"301ec535cda56d76da416cca1"	" An immensely entertaining look at some of the unsung heroes of 20th century pop music ."	4
"4c3347a20377d70a8e0170641"	" This familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times ."	3
"f34cb6dbcbc4fcb8bcb4599da"	" This beautifully animated epic is never dull ."	4
"7428ce65f2bece9a59685ab0c"	" Brian Tufano 's handsome widescreen photography and Paul Grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special ."	4
"5951bb93f55c73b693a0e3c02"	" It makes compelling , provocative and prescient viewing ."	4
"e918d19e0afbeb8dee1fdd31c"	" A thoroughly entertaining comedy that uses Grant 's own twist of acidity to prevent itself from succumbing to its own bathos ."	4
"6658be5cf556e0298b346365b"	" Using a stock plot , About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater ."	3
"cabb2bc611f98467fdcc1c03e"	" What Eric Schaeffer has accomplished with Never Again may not , strictly speaking , qualify as revolutionary ."	2
"2597356981492e1d57b361c51"	" But it 's defiantly and delightfully against the grain ."	3
"80ee3f5870fc2264c177cca1b"	" The hard-to-predict and absolutely essential chemistry between the down-to-earth Bullock and the nonchalant Grant proves to be sensational , and everything meshes in this elegant entertainment ."	4
"7e72365310dc0b57b2c05a291"	" A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera ."	3
"07351489fbc17334812f831c4"	" Mr. Clooney , Mr. Kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster ."	3
"63d7dc23077dd6a92a41edb73"	" Definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with . '"	3
"c64006acab48d6b9b975739d4"	" Easily the most thoughtful fictional examination of the root causes of anti-Semitism ever seen on screen ."	4
"5997763b7776bcee540eeb35b"	" A real winner -- smart , funny , subtle , and resonant ."	4
"941ee9b4b30736040883994f7"	" Family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking ."	3
"5f33c54ff6a2538f7a33b7e23"	" The pitch must have read like a discarded House Beautiful spread ."	2
"5a54b02433292eb6e198c6833"	" Uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year ."	4
"d4d6eaa1177202020793943b1"	" Director David Jacobson gives Dahmer a consideration that the murderer never game his victims ."	2
"52996e51edf8764beb50b7373"	" The film has a terrific look and Salma Hayek has a feel for the character at all stages of her life ."	4
"bc8ba76cf73dff508abb2d62f"	" A decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies ."	0
"a282221b7ada70fdb3a692486"	" The performances are remarkable ."	4
"9c16de8ac662979f1ef3d7671"	" It 's Burns ' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown ."	3
"67513cbc9c58300d6671d273a"	" As literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment ."	3
"c02d1d0a391df8779a63e3d02"	" You 'll forget about it by Monday , though , and if they 're old enough to have developed some taste , so will your kids ."	0
"ce30901115b1fdf34ee21ea41"	" While I ca n't say it 's on par with the first one , Stuart Little 2 is a light , fun cheese puff of a movie ."	3
"93b76381c7b55906ea5b2c2bb"	" Strange , funny , twisted , brilliant and macabre ."	4
"cfb78de53afcdfdb63fe7b2de"	" A genuinely moving and wisely unsentimental drama ."	4
"3f3dece51202caa1e00588bf3"	" Heaven is a haunting dramatization of a couple 's moral ascension ."	2
"cb006b79ccc97e69ca6833f48"	" The Mothman Prophecies is best when illustrating the demons bedevilling the modern masculine journey ."	3
"81fa9cf7a595094b6fb3891b6"	" Plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel ."	3
"816311b243228b262f0d80d2a"	" An entertaining British hybrid of comedy , caper thrills and quirky romance ."	4
"de8fcc9680e8e54dbb59b810f"	" Alain Choquart 's camera barely stops moving , portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency , which , for a film that takes nearly three hours to unspool , is both funny and irritating ."	2
"55a643958b23aa4d1ec6c5864"	" Mostly Martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it 's a pleasurable trifle ."	2
"1d3194a226c162a3c48360a55"	" The only pain you 'll feel as the credits roll is your stomach grumbling for some tasty grub ."	1
"9892e32e6a173ed752ede2ab0"	" Hardly an objective documentary , but it 's great cinematic polemic ... love Moore or loathe him , you 've got to admire ... the intensity with which he 's willing to express his convictions ."	4
"125251f0406b777e1232171bf"	" The mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs ."	4
"a4d1c421c693e89081ca2ffbc"	" The film is visually dazzling , the depicted events dramatic , funny and poignant ."	4
"7bfa5669d3e398d70284c2d8e"	" A directorial tour de force by Bernard Rose , ivans xtc ."	3
"f8bdcc8d10d8100da702b25d1"	" is one of this year 's very best pictures ."	4
"56f02f52bfe98ae0c18863648"	" What makes the movie work -- to an admittedly limited extent -- is the commitment of two genuinely engaging performers ."	2
"f772bf632dd7b2778ece96739"	" Weaver and LaPaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk ."	4
"5ab6e4615a2ed0acd50313794"	" Even the digressions are funny ."	3
"21df8920373759436e88d8429"	" Mr. Spielberg and his company just want you to enjoy yourselves without feeling conned ."	3
"c323bd285d1fede5fc461cfae"	" And they succeed merrily at their noble endeavor ."	3
"890bbbb0c96ba4e01c0fd1c65"	" Melodrama with a message ."	2
"7d9a882ebcbd1064dd04e9843"	" A perfectly pleasant if slightly pokey comedy ."	3
"c3859408465d489d0e37aeeed"	" Coppola 's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema ."	3
"2b959092170cf34b781728e10"	" At the end , when the now computerized Yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside ."	3
"0e27f7f52c1b62cd1bc7a5a3c"	" Wang Xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men ."	3
"03273f771615f581390f41a0e"	" It 's hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as The Grey Zone , but it 's equally hard to imagine anybody being able to tear their eyes away from the screen once it 's started ."	3
"0ecfe429a8db2520d525a3767"	" Bogdanovich taps deep into the Hearst mystique , entertainingly reenacting a historic scandal ."	4
"6ead899af919a2784816b1c87"	" A moving tale of love and destruction in unexpected places , unexamined lives ."	3
"25caf894a31590f76cb6ddfa3"	" Clooney directs this film always keeping the balance between the fantastic and the believable ..."	3
"9578c5572da04dc6536da9299"	" Even if you do n't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why ."	3
"af44fca259fa78b303e4ff178"	" ... a lesson in prehistoric hilarity ."	2
"7ed56c1ec8c972564be00b37c"	" A fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys ."	4
"8fa10c4aaf48b685dcfe0e929"	" Lawrence plumbs personal tragedy and also the human comedy ."	3
"27719e3b14f027d4f153688c1"	" Though a capable thriller , somewhere along the way K-19 jettisoned some crucial drama ."	1
"edce3362cb6534d5b6e009768"	" Just about the surest bet for an all-around good time at the movies this summer ."	4
"ce9c888b502d74f04bb2f6e8d"	" It would be disingenuous to call Reno a great film , but you can say that about most of the flicks moving in and out of the multiplex ."	2
"8f6a24330f66b9b8d4ad740ec"	" This is a movie that is what it is : a pleasant distraction , a Friday night diversion , an excuse to eat popcorn ."	3
"f6a2f8876526870d260e7ca4e"	" There is a certain sense of experimentation and improvisation to this film that may not always work , but it is nevertheless compelling ."	3
"ae873ef1b96fe810046a4550b"	" The Four Feathers has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes ."	3
"680e38e29435169c9958760c0"	" A delicious , quirky movie with a terrific screenplay and fanciful direction by Michael Gondry ."	4
"9325ddff7899ac231525ada4a"	" This story still seems timely and important ."	3
"5c0dda29ada6f60f4cc568962"	" And there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends ."	3
"9187824f85bfd927d5e397df2"	" The bodily function jokes are about what you 'd expect , but there are rich veins of funny stuff in this movie ."	3
"7da7b64733689517f90242be0"	" The performances are amiable and committed , and the comedy more often than not hits the bullseye ."	3
"f782f8f59458dfa9ddd466fce"	" This time , the hype is quieter , and while the movie is slightly less successful than the first , it 's still a rollicking good time for the most part ."	3
"737859516fd98c82065c51583"	" There 's plenty to enjoy -- in no small part thanks to Lau ."	3
"9bf1704c7c3589e44e4dc7d23"	" With a romantic comedy plotline straight from the ages , this Cinderella story does n't have a single surprise up its sleeve ."	1
"b51e0f47f57f5b7a0389cbc52"	" But it does somehow manage to get you under its spell ."	3
"17cb25520318f14e9138c4571"	" Though few will argue that it ranks with the best of Herzog 's works , Invincible shows he 's back in form , with an astoundingly rich film ."	4
"cd496a4b3d83e3371d3fa75d9"	" `` Catch Me '' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark ."	3
"8b2e4020e3ba15e423c5b63e2"	" By no means a great movie , but it is a refreshingly forthright one ."	3
"2a3d4bd987695975befc2bf5a"	" The casting of Raymond J. Barry as the ` assassin ' greatly enhances the quality of Neil Burger 's impressive fake documentary ."	3
"304cc896fd630eb84f0b72328"	" Despite Besson 's high-profile name being Wasabi 's big selling point , there is no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone ."	3
"4f716d6b7467bdfc99e007015"	" This documentary is a dazzling , remarkably unpretentious reminder of what -LRB- Evans -RRB- had , lost , and got back ."	4
"c2391a57cf1a7d64fdda311e3"	" A thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one 's actions ."	4
"b7af52b45c8990987dc6b30c7"	" As satisfyingly odd and intriguing a tale as it was a century and a half ago ... has a delightfully dour , deadpan tone and stylistic consistency ."	4
"6d527c5961f24ec0b70f71ca4"	" Methodical , measured , and gently tedious in its comedy , Secret Ballot is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain ."	4
"0ce977fc6cdd1456944aaebf2"	" A witty , trenchant , wildly unsentimental but flawed look at the ins and outs of modern moviemaking ."	2
"587287b41f6b47af9bb536882"	" For most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche ."	3
"bd5f1325c5e4879c60b809ed8"	" By the standards of knucklehead swill , The Hot Chick is pretty damned funny ."	4
"731968185a42ba3b07d440935"	" One of the most gloriously unsubtle and adrenalized extreme shockers since The Evil Dead ."	3
"94938a7fb7db7efd0078bf959"	" -LRB- Reaches -RRB- wholly believable and heart-wrenching depths of despair ."	3
"cf84878e723f331f1e98eff6f"	" An absorbing and unsettling psychological drama ."	3
"452a1f362115a16dca132196f"	" This movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep ."	4
"124dd93fa5f5daacf2206e136"	" Though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves ."	1
"e2903b5f98f56cf060704bb88"	" The entire cast is extraordinarily good ."	4
"0e4de71c293b4743e955e35af"	" Yakusho , as always , is wonderful as the long-faced sad sack ... and his chemistry with Shimizu is very believable ."	4
"9fb0060c3cc894ef3d98e2b08"	" Young Hanks and Fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work ."	4
"155a209b479309db56d58b6c1"	" A captivatingly quirky hybrid of character portrait , romantic comedy and beat-the-clock thriller ."	3
"e0ced51ae5d62713e308e1e9a"	" The film sparkles with the the wisdom and humor of its subjects ."	4
"95b4ed16b4e4583cfe33a610a"	" If -LRB- Jaglom 's -RRB- latest effort is not the director at his most sparkling , some of its repartee is still worth hearing ."	3
"8b9e6189745be5098ed002c35"	" Like The English Patient and The Unbearable Lightness of Being , The Hours is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right ."	3
"5a354ad13877a317d6eaf6407"	" Just about the best straight-up , old-school horror film of the last 15 years ."	4
"7b88f5bd95fa9987d1e01c8c9"	" A chilling tale of one of the great crimes of 20th Century France : the murder of two rich women by their servants in 1933 ."	3
"b54c4924992c86c7513a91c9d"	" An oddity , to be sure , but one that you might wind up remembering with a degree of affection rather than revulsion ."	3
"d370c408f173ebef3542d2852"	" While the film is not entirely successful , it still manages to string together enough charming moments to work ."	3
"924a217003d21ea3e35ae822e"	" A winning piece of work filled with love for the movies of the 1960s ."	3
"032a531396cb2833633c62d8c"	" E.T. works because its flabbergasting principals , 14-year-old Robert MacNaughton , 6-year-old Drew Barrymore and 10-year-old Henry Thomas , convince us of the existence of the wise , wizened visitor from a faraway planet ."	4
"920d9b3a7d05f3fab0d5d8bf1"	" Helps to remind the First World that HIV\/AIDS is far from being yesterday 's news ."	2
"f0474fd953e4216e7b74d1993"	" A heartening tale of small victories and enduring hope ."	3
"c6f66a7f779dc635702d0fd20"	" The vistas are sweeping and the acting is far from painful ."	2
"7bd068774cae3c8c50f8fbac9"	" Jackson and co have brought back the value and respect for the term epic cinema ."	3
"fbb3def178a07efdc53e65dcf"	" It may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality"	3
"766ee17f6c8a44f8c48ee686b"	" Charlotte Sometimes is a brilliant movie ."	4
"4545b1b7cc7c6cdb32c257f60"	" It is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity ."	3
"5df06fc380dfa0ef148c0d589"	" A delightful stimulus for the optic nerves , so much that it 's forgivable that the plot feels like every other tale of a totalitarian tomorrow ."	3
"2fd5a6a95762a14fe4bef7a43"	" Defies logic , the laws of physics and almost anyone 's willingness to believe in it ."	2
"89ae3e304de6a9da820989215"	" But darned if it does n't also keep us riveted to our seats ."	4
"99611334f938f67a1b01ca764"	" A complex psychological drama about a father who returns to his son 's home after decades away ."	3
"952aaaf22553bdab9f74b7456"	" Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice reveals how we all need a playful respite from the grind to refresh our souls ."	4
"290106c9c5378d3935ed2aa71"	" This is NOT a retread of `` Dead Poets ' Society . ''"	2
"86263d59c1a59f6d48f843cdc"	" Sweet and memorable film ."	4
"bd59342fa95fe656f9e2a01a2"	" A smart , arch and rather cold-blooded comedy ."	3
"5d04a42e2257324ce5797adce"	" Keenly observed and refreshingly natural , Swimming gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner ."	3
"a63da8661e45fe6b8bfa4d0cb"	" ... begins on a high note and sustains it beautifully ."	3
"7e2a5916468e38e57214d2af7"	" Davis ... gets vivid performances from her cast and pulls off some deft Ally McBeal-style fantasy sequences ."	4
"0bf4ee543ca8757cedbe9b9a2"	" ` it 's better to go in knowing full well what 's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists ."	3
"c20884b6cc6691ceded40eb35"	" Cynics need not apply . '"	2
"6c744d05c85fdeb6c3a15a8e3"	" Funny , somber , absurd , and , finally , achingly sad , Bartleby is a fine , understated piece of filmmaking ."	4
"e2ad3e1bbd86d506949ea7058"	" `` Red Dragon '' is entertaining ."	4
"fe9b15ab99e54dbcd3dc11264"	" An obvious copy of one of the best films ever made , how could it not be ?"	1
"eb01b47156e16cedf6c0d4e86"	" But it is entertaining on an inferior level ."	3
"b038c1ae2ad59347d47c54059"	" It is a popcorn film , not a must-own , or even a must-see ."	1
"506980237bb69e3c67dbabe5c"	" Succeeds only because Bullock and Grant were made to share the silver screen ."	2
"0001e78b3c3972024826b52f5"	" Both flawed and delayed , Martin Scorcese 's Gangs of New York still emerges as his most vital work since GoodFellas ."	2
"b1377309d14ec805b1606bf8f"	" As any creature-feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures , you get a lot of running around , screaming and death ."	2
"1be18be5da4df42f52cef84bd"	" On that score , the film certainly does n't disappoint ."	4
"ffcb04a07776a2ed16e716fef"	" As the movie traces Mr. Brown 's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times ."	4
"ba2645792b566ceb86bf00bdd"	" A moving and solidly entertaining comedy\/drama that should bolster director and co-writer Juan José Campanella 's reputation in the United States ."	4
"d03e8d0e44880d7b9567e684d"	" Thanks to confident filmmaking and a pair of fascinating performances , the way to that destination is a really special walk in the woods ."	4
"9c5049d6f3b22ab48d879a559"	" Beautifully shot , delicately scored and powered by a set of heartfelt performances , it 's a lyrical endeavour ."	4
"1b8e17442589f245672dcd7aa"	" A macabre and very stylized Swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters ."	3
"511f99eedc406acae2f5324e1"	" A stylistic romp that 's always fun to watch ."	4
